Comune;Provincia;Regione;Nome;Anno inserimento;Data e ora inserimento;Identificatore in OpenStreetMap;Longitudine;Latitudine
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:45Z;3773346299;12.2428504;46.6155424
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:45Z;3773346300;12.2428142;46.6155443999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:45Z;3773346301;12.2428142;46.6155443999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:45Z;3773346302;12.2439344;46.6155576
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:45Z;3773346303;12.2454807999999;46.6156335
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:45Z;3773346304;12.2455123;46.6156464999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:45Z;3773346305;12.2454447;46.6156842999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:45Z;3773346306;12.2454447;46.6156842999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:45Z;3773346307;12.2454775;46.6156972
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:45Z;3773346308;12.2456375;46.6157016
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:46Z;3773346309;12.2456663999999;46.6157096999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:46Z;3773346310;12.2437437;46.615713
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:46Z;3773346311;12.2436373;46.6157187
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:46Z;3773346312;12.2436373;46.6157187
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:46Z;3773346313;12.2437448999999;46.6157349
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:46Z;3773346314;12.2436463;46.6157402999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:46Z;3773346315;12.242565;46.6157417
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:46Z;3773346316;12.2425099;46.6157432999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:46Z;3773346317;12.245614;46.6157447
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:46Z;3773346318;12.245614;46.6157447
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:46Z;3773346319;12.2438832;46.6157508
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:46Z;3773346320;12.2456453;46.6157528
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:46Z;3773346321;12.2425706;46.6157585999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:46Z;3773346322;12.2439336999999;46.6157589
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:46Z;3773346323;12.2439336999999;46.6157589
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:46Z;3773346324;12.2425166999999;46.6157642
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:46Z;3773346325;12.2425166999999;46.6157642
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:46Z;3773346326;12.243883;46.615777
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:46Z;3773346327;12.243937;46.6157838
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:47Z;3773346328;12.2439064;46.615786
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:47Z;3773346329;12.2439239;46.6157869999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:47Z;3773346330;12.2427746;46.6157887999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:47Z;3773346331;12.2427436;46.615791
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:47Z;3773346332;12.24264;46.6157935
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:47Z;3773346333;12.2426876;46.6157964
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:47Z;3773346334;12.2427195;46.6157965
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:47Z;3773346335;12.2426508;46.6157973999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:47Z;3773346336;12.2426983;46.6157984
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:47Z;3773346337;12.2425766;46.6158046999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:47Z;3773346338;12.2427756999999;46.6158091
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:47Z;3773346339;12.2427756999999;46.6158091
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:47Z;3773346340;12.2425362;46.6158112
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:47Z;3773346341;12.2425596999999;46.6158131999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:47Z;3773346342;12.2427638;46.6158131999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:47Z;3773346343;12.2427431;46.6158137999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:47Z;3773346344;12.2426888;46.6158164
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:47Z;3773346345;12.2426415;46.6158174999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:47Z;3773346346;12.2427247;46.6158177
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:48Z;3773346347;12.2427247;46.6158177
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:48Z;3773346348;12.2426955999999;46.6158185
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:48Z;3773346349;12.242652;46.6158189
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:48Z;3773346350;12.242652;46.6158189
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:48Z;3773346351;12.242513;46.6158452999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:48Z;3773346352;12.242513;46.6158452999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:48Z;3773346353;12.2425429;46.6158578
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:48Z;3773346354;12.2449084999999;46.6161505
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:48Z;3773346355;12.2438062999999;46.6161566999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:48Z;3773346356;12.2438372999999;46.6161607
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:48Z;3773346857;12.2449961;46.6161706999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:48Z;3773346858;12.2448932;46.6161831
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:48Z;3773346859;12.2448932;46.6161831
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:48Z;3773346860;12.2449736;46.6161997999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:48Z;3773346861;12.24379;46.6162011999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:48Z;3773346862;12.24379;46.6162011999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:48Z;3773346863;12.2438188;46.6162076
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:48Z;3773346864;12.2470966;46.6162725
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:48Z;3773346865;12.2475404;46.6162811
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:49Z;3773346866;12.2471373;46.6162964999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:49Z;3773346867;12.2475676;46.6163141999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:49Z;3773346868;12.247455;46.6163309
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:49Z;3773346869;12.2470047;46.6163311999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:49Z;3773346870;12.2470047;46.6163311999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:49Z;3773346871;12.2470371;46.6163563
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:49Z;3773346872;12.247482;46.6163601
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:49Z;3773346873;12.247482;46.6163601
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:49Z;3773346874;12.2469937;46.6163695999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:49Z;3773346875;12.2470105;46.6163883999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:49Z;3773346876;12.2468803;46.6164223999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:50Z;3773346877;12.2468803;46.6164223999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:50Z;3773346878;12.2469018;46.6164413999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:50Z;3773346879;12.2466823999999;46.616469
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:50Z;3773346880;12.2467146;46.6164902
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:50Z;3773346881;12.2466338;46.6165026999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:50Z;3773346882;12.2466338;46.6165026999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:50Z;3773346883;12.2477145;46.616509
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:50Z;3773346884;12.2466586;46.6165240999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:50Z;3773346885;12.2469717;46.616525
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:50Z;3773346886;12.2477429;46.6165300999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:50Z;3773346887;12.2476806;46.6165343999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:50Z;3773346888;12.2469473;46.6165395
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:50Z;3773346889;12.2469912999999;46.6165433999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:50Z;3773346890;12.2469912999999;46.6165433999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:50Z;3773346893;12.2477087;46.616553
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:50Z;3773346894;12.2477087;46.616553
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:51Z;3773346895;12.2481445;46.6165550999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:51Z;3773346896;12.246968;46.6165560999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:51Z;3773346897;12.2469115;46.6165607
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:51Z;3773346898;12.2469115;46.6165607
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:51Z;3773346899;12.2482023;46.6165639
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:51Z;3773346900;12.2482023;46.6165639
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:51Z;3773346901;12.2481443999999;46.6165706
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:51Z;3773346902;12.2435294;46.6165728
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:51Z;3773346903;12.2435294;46.6165728
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:51Z;3773346904;12.2435062;46.6165735
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:51Z;3773346905;12.2482015;46.6165736999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:51Z;3773346906;12.2435037;46.6165749
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:51Z;3773346907;12.2469290999999;46.6165752
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:51Z;3773346908;12.2435297999999;46.6165772
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:51Z;3773346909;12.2468769;46.6165784
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:51Z;3773346910;12.243504;46.6165791
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:51Z;3773346911;12.2435604;46.6165815
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:51Z;3773346912;12.2435385;46.6165826
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:51Z;3773346913;12.2479568;46.6165829999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:52Z;3773346916;12.2479257;46.6165839
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:52Z;3773346918;12.2469097;46.6165863
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:52Z;3773346919;12.2497095999999;46.6165875
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:52Z;3773346920;12.2496445;46.6165894
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:52Z;3773346921;12.2435615;46.6165926999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:52Z;3773346922;12.2435398;46.6165941
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:52Z;3773346923;12.2435398;46.6165941
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:52Z;3773346924;12.2468942;46.6165943
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:52Z;3773346925;12.247115;46.6165965
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:52Z;3773346926;12.2479578;46.6166008
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:53Z;3773346927;12.248827;46.6166012999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:53Z;3773346928;12.2479268;46.6166016999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:53Z;3773346929;12.2479268;46.6166016999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:53Z;3773346930;12.2471285;46.6166054999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:53Z;3773346931;12.2435490999999;46.6166124
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:53Z;3773346932;12.2470867;46.6166147
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:53Z;3773346933;12.2470867;46.6166147
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:53Z;3773346934;12.2488822;46.6166184
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:53Z;3773346935;12.2491173999999;46.6166185
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:53Z;3773346936;12.2469372;46.6166202
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:53Z;3773346937;12.2497105;46.6166214
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:53Z;3773346938;12.2470996;46.6166235999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:53Z;3773346939;12.2435619;46.616624
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:53Z;3773346940;12.2496475;46.616624
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:53Z;3773346941;12.2496475;46.616624
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:53Z;3773346942;12.2435101999999;46.6166253999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:54Z;3773346943;12.2435101999999;46.6166253999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:54Z;3773346944;12.2470523;46.6166257
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:54Z;3773346945;12.2469141;46.6166265999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:54Z;3773346946;12.2469141;46.6166265999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:54Z;3773346947;12.2483464;46.6166276
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:54Z;3773346948;12.2483030999999;46.6166307
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:54Z;3773346949;12.2488829999999;46.6166310999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:54Z;3773346950;12.2483733;46.6166316999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:54Z;3773346951;12.2491667999999;46.6166327999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:54Z;3773346952;12.2470658;46.6166346999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:54Z;3773346953;12.2488008;46.6166369
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:54Z;3773346954;12.2488008;46.6166369
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:54Z;3773346955;12.2469480999999;46.6166375
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:54Z;3773346956;12.2435214;46.6166405
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:54Z;3773347158;12.2469225;46.6166434
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:54Z;3773347159;12.247024;46.6166439
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:54Z;3773347160;12.247024;46.6166439
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:55Z;3773347161;12.2483463;46.6166488
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:55Z;3773347162;12.249097;46.6166488
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:55Z;3773347163;12.249097;46.6166488
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:55Z;3773347164;12.248307;46.616649
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:55Z;3773347165;12.248307;46.616649
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:55Z;3773347166;12.2484641;46.6166492999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:55Z;3773347167;12.2474197;46.6166495
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:55Z;3773347168;12.2473788;46.6166512
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:55Z;3773347169;12.2473788;46.6166512
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:55Z;3773347170;12.2470155999999;46.6166514
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:55Z;3773347171;12.2488559;46.6166521999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:55Z;3773347172;12.2470368999999;46.6166527999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:55Z;3773347173;12.2483635999999;46.6166570999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:55Z;3773347174;12.2483635999999;46.6166570999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:55Z;3773347175;12.2491471;46.6166618
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:55Z;3773347176;12.2478203;46.6166622
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:55Z;3773347177;12.247025;46.6166625999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:55Z;3773347180;12.2469714;46.6166695
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:56Z;3773347181;12.2469714;46.6166695
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:56Z;3773347182;12.2484471999999;46.6166701
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:56Z;3773347183;12.2469804;46.6166814999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:56Z;3773347184;12.2472911999999;46.6166825
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:56Z;3773347185;12.2474221;46.6166891
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:56Z;3773347186;12.247381;46.6166903
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:56Z;3773347187;12.2477038999999;46.6166914
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:56Z;3773347188;12.2469715;46.616698
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:56Z;3773347189;12.2469555;46.6167024
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:56Z;3773347190;12.2469555;46.6167024
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:56Z;3773347191;12.2473132;46.6167026
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:56Z;3773347192;12.2434895;46.6167043
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:56Z;3773347193;12.2472303;46.6167087999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:56Z;3773347194;12.2435199;46.6167092999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:56Z;3773347195;12.2469786;46.6167104
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:56Z;3773347196;12.2469626;46.6167147999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:56Z;3773347197;12.2462906999999;46.6167197999999
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:56Z;3773347198;12.2463199;46.6167219
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:56Z;3773347199;12.2472523;46.6167292
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:57Z;3773347200;12.2472523;46.6167292
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:57Z;3773347201;12.2434786;46.6167293
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:57Z;3773347202;12.2435063;46.6167358
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:57Z;3773347203;12.2435063;46.6167358
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:57Z;3773347204;12.2469009;46.6167415
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:57Z;3773347205;12.2462874999999;46.6167431
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:57Z;3773347206;12.2463190999999;46.6167436
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:57Z;3773347207;12.2463190999999;46.6167436
AURONZO DI CADORE;BELLUNO;Veneto;;2015;2015-10-05T14:47:57Z;3773347208;12.2434083;46.6167571
